user_id,age,gender,registration_date,country,customer_segment
user_01880,42,F,2023-07-25,DE,Budget
user_01881,42,M,2024-11-20,US,Regular
user_01882,26,F,2025-04-24,US,Budget
user_01883,55,F,2023-07-02,CA,Budget
user_01884,32,M,2024-11-11,IN,Budget
user_01885,40,M,2023-10-18,DE,Regular
user_01886,38,M,2023-08-19,US,Regular
user_01887,54,M,2023-07-10,UK,Premium
user_01888,18,F,2024-08-07,AU,Premium
user_01889,29,F,2025-05-23,FR,Premium
user_01890,26,F,2025-05-27,US,Budget
user_01891,34,M,2024-08-04,CA,Regular
user_01892,42,F,2023-11-19,AU,Regular
user_01893,34,M,2024-05-19,JP,Premium
user_01894,22,M,2024-07-05,FR,Regular
user_01895,47,M,2025-02-20,US,Premium
user_01896,28,M,2024-08-13,AU,Regular
user_01897,19,M,2024-01-03,UK,Regular
user_01898,23,M,2024-10-02,US,Regular
user_01899,39,F,2023-10-28,IN,Premium
user_01900,27,M,2025-01-31,US,Regular
user_01901,59,F,2024-07-22,CA,Regular
user_01902,58,F,2024-01-26,UK,Regular
user_01903,31,F,2024-09-22,BR,Regular
user_01904,45,F,2024-12-31,US,Premium
user_01905,18,M,2024-01-29,US,Regular
user_01906,28,M,2025-06-06,JP,Regular
user_01907,35,F,2024-05-22,US,Regular
user_01908,25,F,2025-05-31,CA,Budget
user_01909,38,M,2025-03-26,AU,Regular
user_01910,37,F,2025-03-22,DE,Regular
user_01911,20,M,2024-01-07,DE,Regular
user_01912,27,F,2023-12-01,IN,Regular
user_01913,25,M,2023-11-01,BR,Premium
user_01914,47,M,2024-06-06,AU,Regular
user_01915,30,F,2024-08-12,AU,Premium
user_01916,20,M,2023-06-21,US,Regular
user_01917,19,M,2024-02-24,CA,Budget
user_01918,45,F,2025-03-11,DE,Regular
user_01919,51,F,2024-04-04,AU,Budget
user_01920,38,F,2023-10-18,UK,Regular
user_01921,29,F,2023-08-02,CA,Regular
user_01922,43,M,2024-06-15,FR,Regular
user_01923,23,M,2024-12-08,IN,Regular
user_01924,32,M,2025-05-16,UK,Regular
user_01925,21,F,2025-03-30,UK,Regular
user_01926,46,M,2024-08-30,CA,Regular
user_01927,47,M,2023-08-29,BR,Regular
user_01928,27,F,2024-05-19,JP,Premium
user_01929,43,M,2023-08-03,FR,Regular
user_01930,39,M,2024-12-01,BR,Regular
user_01931,32,M,2023-09-18,BR,Regular
user_01932,32,F,2024-04-22,UK,Regular
user_01933,18,F,2024-05-29,IN,Budget
user_01934,41,M,2023-12-03,US,Premium
user_01935,45,F,2023-06-26,AU,Budget
user_01936,28,F,2023-07-29,CA,Premium
user_01937,42,M,2025-05-08,CA,Regular
user_01938,27,M,2024-02-04,CA,Regular
user_01939,24,F,2024-12-19,IN,Premium
user_01940,48,F,2025-05-07,US,Premium
user_01941,41,M,2024-11-18,US,Regular
user_01942,18,F,2024-03-15,DE,Regular
user_01943,51,M,2025-05-22,UK,Premium
user_01944,66,M,2023-10-14,CA,Premium
user_01945,40,M,2024-09-09,US,Budget
user_01946,18,M,2024-05-23,JP,Budget
user_01947,23,M,2024-05-11,UK,Regular
user_01948,37,F,2024-02-03,JP,Regular
user_01949,34,F,2024-05-13,BR,Regular
user_01950,35,M,2023-10-23,BR,Regular
user_01951,48,M,2024-12-16,CA,Regular
user_01952,26,F,2024-01-03,US,Regular
user_01953,29,F,2023-09-29,US,Regular
user_01954,60,M,2025-03-29,FR,Regular
user_01955,53,F,2024-09-10,AU,Regular
user_01956,21,F,2024-12-12,DE,Regular
user_01957,46,F,2024-07-15,UK,Premium
user_01958,54,M,2024-11-20,US,Premium
user_01959,34,M,2025-06-03,AU,Budget
user_01960,42,F,2024-06-22,CA,Budget
user_01961,20,M,2023-09-22,UK,Regular
user_01962,61,Other,2024-01-21,AU,Regular
user_01963,18,M,2025-02-23,US,Premium
user_01964,50,M,2024-09-12,US,Regular
user_01965,51,F,2023-12-16,US,Regular
user_01966,44,F,2025-04-10,US,Regular
user_01967,37,F,2025-01-11,US,Regular
user_01968,52,F,2024-10-21,AU,Premium
user_01969,39,M,2024-01-25,JP,Regular
user_01970,45,M,2024-10-27,DE,Regular
user_01971,55,F,2024-10-09,US,Regular
user_01972,34,F,2025-05-27,UK,Premium
user_01973,53,M,2024-09-01,US,Budget
user_01974,32,F,2025-05-11,IN,Regular
user_01975,40,M,2023-10-03,FR,Premium
user_01976,48,M,2023-07-16,CA,Regular
user_01977,31,F,2023-08-30,AU,Budget
user_01978,25,F,2023-09-20,US,Budget
user_01979,35,F,2024-10-11,IN,Regular
user_01980,19,M,2024-05-11,US,Regular
user_01981,49,F,2025-03-21,AU,Premium
user_01982,35,M,2024-03-10,FR,Regular
user_01983,18,M,2025-05-09,AU,Budget
user_01984,43,M,2025-05-12,JP,Premium
user_01985,24,M,2025-04-12,US,Budget
user_01986,43,F,2025-03-27,FR,Regular
user_01987,44,F,2025-03-27,FR,Regular
user_01988,18,F,2025-05-11,UK,Budget
user_01989,26,M,2023-08-26,AU,Regular
user_01990,33,M,2025-03-26,US,Regular
user_01991,55,M,2024-06-07,UK,Regular
user_01992,35,F,2024-10-28,AU,Regular
user_01993,30,F,2023-11-30,BR,Budget
user_01994,32,M,2024-02-27,US,Regular
user_01995,31,F,2025-05-04,JP,Regular
user_01996,33,M,2025-05-09,CA,Regular
user_01997,25,F,2024-04-28,CA,Regular
user_01998,32,M,2024-11-22,FR,Regular
user_01999,52,M,2024-02-05,JP,Regular
user_02000,51,F,2024-07-30,UK,Regular
user_02001,26,F,2025-04-14,IN,Premium
user_02002,19,F,2024-02-27,US,Regular
user_02003,32,F,2023-07-19,BR,Budget
user_02004,18,M,2024-09-29,UK,Premium
user_02005,43,F,2023-08-25,CA,Budget
user_02006,19,M,2023-12-12,US,Budget
user_02007,29,F,2023-10-26,BR,Premium
user_02008,50,F,2023-11-03,DE,Regular
user_02009,43,F,2024-09-18,AU,Regular
user_02010,18,F,2024-05-14,US,Premium
user_02011,55,F,2024-07-19,US,Premium
user_02012,22,F,2024-05-02,US,Regular
user_02013,47,F,2023-09-30,IN,Budget
user_02014,27,F,2025-06-04,CA,Budget
user_02015,23,M,2023-07-27,AU,Regular
user_02016,19,M,2024-08-09,IN,Budget
user_02017,42,M,2023-09-06,CA,Regular
user_02018,30,M,2024-08-06,CA,Regular
user_02019,24,M,2024-12-11,AU,Regular
user_02020,40,F,2024-09-16,FR,Budget
user_02021,24,F,2024-04-09,JP,Regular
user_02022,25,M,2023-09-08,US,Budget
user_02023,27,M,2025-05-19,CA,Premium
user_02024,53,M,2024-03-04,DE,Regular
user_02025,44,M,2024-09-02,JP,Regular
user_02026,54,M,2023-06-21,IN,Regular
user_02027,43,Other,2024-08-03,US,Regular
user_02028,41,F,2023-12-02,US,Premium
user_02029,18,F,2023-09-18,US,Premium
user_02030,38,M,2024-04-14,US,Budget
user_02031,25,F,2024-06-14,US,Budget
user_02032,50,F,2025-05-15,UK,Regular
user_02033,35,M,2024-06-02,CA,Premium
user_02034,45,F,2024-03-31,BR,Budget
user_02035,58,M,2023-10-31,BR,Budget
user_02036,37,F,2024-08-21,US,Regular
user_02037,37,M,2025-04-01,CA,Regular
user_02038,23,M,2023-10-10,AU,Regular
user_02039,18,M,2023-11-30,CA,Premium
user_02040,24,M,2025-06-04,CA,Regular
user_02041,55,M,2024-03-12,CA,Regular
user_02042,37,F,2023-11-03,AU,Regular
user_02043,48,F,2025-05-04,CA,Regular
user_02044,31,M,2025-04-26,BR,Premium
user_02045,44,M,2025-01-17,US,Regular
user_02046,28,M,2024-12-13,IN,Regular
user_02047,38,M,2024-04-03,AU,Regular
user_02048,32,F,2023-11-06,JP,Premium
user_02049,49,M,2024-04-02,IN,Regular
user_02050,37,F,2024-02-27,DE,Regular
user_02051,23,M,2023-12-19,US,Regular
user_02052,57,F,2025-02-24,UK,Regular
user_02053,40,F,2024-12-19,CA,Regular
user_02054,52,M,2025-04-08,US,Regular
user_02055,40,M,2025-02-25,UK,Regular
user_02056,43,M,2024-08-04,BR,Premium
user_02057,33,M,2023-10-28,DE,Regular
user_02058,40,F,2024-06-22,IN,Budget
user_02059,37,M,2024-05-12,CA,Regular
user_02060,39,M,2023-08-15,US,Regular
user_02061,34,M,2024-05-03,UK,Regular
user_02062,18,F,2024-04-29,US,Premium
user_02063,20,M,2025-05-20,IN,Regular
user_02064,37,F,2024-03-19,JP,Regular
user_02065,29,F,2024-11-04,US,Budget
user_02066,46,F,2024-04-10,US,Regular
user_02067,24,M,2023-10-27,US,Budget
user_02068,36,F,2025-02-24,US,Regular
user_02069,32,M,2025-04-24,US,Regular
user_02070,41,M,2023-08-29,US,Regular
user_02071,18,M,2025-04-23,IN,Regular
user_02072,26,F,2024-08-19,US,Regular
user_02073,18,F,2023-10-11,BR,Regular
user_02074,35,F,2024-12-01,DE,Premium
user_02075,32,F,2024-01-21,UK,Regular
user_02076,49,M,2024-02-20,AU,Premium
user_02077,43,F,2025-01-02,US,Regular
user_02078,29,F,2023-09-15,US,Budget
user_02079,48,F,2024-09-14,US,Regular
user_02080,29,M,2025-02-17,FR,Regular
user_02081,37,F,2024-11-10,BR,Budget
user_02082,31,F,2023-07-13,AU,Regular
user_02083,32,F,2024-05-06,CA,Budget
user_02084,30,M,2025-01-11,AU,Regular
user_02085,46,F,2023-07-16,US,Premium
user_02086,42,F,2024-08-13,BR,Regular
user_02087,18,F,2024-12-01,US,Budget
user_02088,41,M,2023-06-24,DE,Regular
user_02089,46,M,2024-10-27,FR,Regular
user_02090,23,F,2023-09-25,UK,Regular
user_02091,19,F,2024-07-11,DE,Regular
user_02092,32,M,2024-04-15,UK,Premium
user_02093,44,F,2023-09-17,FR,Budget
user_02094,26,F,2023-12-23,US,Regular
user_02095,53,M,2024-04-15,BR,Budget
user_02096,18,M,2023-09-02,UK,Regular
user_02097,32,M,2024-12-27,CA,Regular
user_02098,59,F,2024-12-09,US,Regular
user_02099,22,M,2025-03-23,UK,Regular
user_02100,25,M,2025-04-04,US,Budget
user_02101,45,M,2023-07-31,JP,Regular
user_02102,40,F,2024-02-23,US,Regular
user_02103,51,F,2024-02-10,AU,Regular
user_02104,26,F,2024-02-29,CA,Regular
user_02105,36,F,2024-12-10,US,Budget
user_02106,41,F,2024-10-30,CA,Regular
user_02107,25,F,2023-07-28,DE,Regular
user_02108,44,M,2025-05-13,FR,Regular
user_02109,39,M,2025-05-13,US,Regular
user_02110,37,M,2025-01-18,US,Budget
user_02111,28,F,2024-07-31,US,Regular
user_02112,45,F,2024-09-30,IN,Budget
user_02113,44,M,2024-02-05,UK,Regular
user_02114,22,F,2024-06-21,CA,Premium
user_02115,34,F,2024-11-01,IN,Premium
user_02116,44,M,2023-12-16,DE,Budget
user_02117,41,M,2025-01-27,US,Regular
user_02118,59,F,2024-11-26,JP,Regular
user_02119,27,Other,2025-04-21,CA,Regular
user_02120,30,F,2024-12-15,AU,Regular
user_02121,39,F,2025-05-30,DE,Regular
user_02122,26,M,2024-02-08,US,Regular
user_02123,38,F,2025-05-11,US,Regular
user_02124,39,F,2024-04-25,BR,Regular
user_02125,42,F,2025-05-06,UK,Regular
user_02126,33,M,2024-12-27,US,Regular
user_02127,33,M,2024-09-22,DE,Budget
user_02128,18,F,2024-12-20,AU,Regular
user_02129,37,M,2024-09-27,UK,Budget
user_02130,54,F,2025-04-26,US,Regular
user_02131,31,F,2024-03-28,IN,Regular
user_02132,40,F,2024-10-06,AU,Regular
user_02133,37,F,2023-06-24,CA,Regular
user_02134,21,M,2024-10-10,CA,Regular
user_02135,65,M,2023-11-07,US,Regular
user_02136,28,F,2025-05-16,FR,Premium
user_02137,39,M,2025-03-12,BR,Regular
user_02138,28,M,2025-04-14,UK,Premium
user_02139,25,F,2024-07-05,UK,Regular
user_02140,29,Other,2023-07-07,US,Budget
user_02141,45,F,2024-04-26,US,Premium
user_02142,33,M,2023-08-23,AU,Regular
user_02143,34,F,2024-02-10,DE,Regular
user_02144,28,F,2023-11-22,US,Regular
user_02145,40,M,2025-03-22,DE,Regular
user_02146,47,F,2024-08-26,US,Regular
user_02147,35,F,2024-08-27,DE,Regular
user_02148,40,F,2024-03-28,US,Regular
user_02149,42,F,2023-12-31,US,Premium
user_02150,27,F,2025-02-28,AU,Budget
user_02151,44,F,2024-12-25,CA,Regular
user_02152,24,F,2024-03-05,US,Regular
user_02153,49,M,2023-12-29,UK,Regular
user_02154,34,F,2023-07-24,JP,Regular
user_02155,28,F,2024-05-31,IN,Regular
user_02156,35,F,2024-11-20,BR,Regular
user_02157,36,F,2024-12-05,FR,Regular
user_02158,45,F,2024-04-29,DE,Regular
user_02159,35,M,2025-04-14,FR,Regular
user_02160,27,F,2024-11-21,DE,Premium
user_02161,49,F,2024-12-12,UK,Regular
user_02162,32,F,2024-10-15,IN,Regular
user_02163,26,F,2023-12-17,US,Regular
user_02164,41,F,2024-01-23,UK,Regular
user_02165,52,M,2024-03-30,AU,Budget
user_02166,24,M,2024-01-13,US,Budget
user_02167,43,M,2023-10-29,DE,Regular
user_02168,22,M,2025-02-05,US,Regular
user_02169,29,M,2024-01-01,IN,Regular
user_02170,39,M,2024-06-17,CA,Budget
user_02171,44,M,2024-11-02,US,Premium
user_02172,49,F,2024-08-29,CA,Regular
user_02173,49,F,2024-09-24,US,Regular
user_02174,26,F,2024-09-07,IN,Regular
user_02175,40,M,2025-05-26,UK,Budget
user_02176,28,F,2023-11-22,UK,Premium
user_02177,28,F,2025-01-28,US,Budget
user_02178,29,F,2023-09-07,US,Regular
user_02179,18,F,2024-08-22,AU,Regular
user_02180,31,M,2025-04-07,FR,Regular
user_02181,37,M,2023-10-11,JP,Regular
user_02182,22,M,2024-01-17,US,Budget
user_02183,39,F,2025-03-25,AU,Regular
user_02184,48,M,2023-10-01,DE,Budget
user_02185,54,M,2024-03-30,US,Regular
user_02186,38,F,2024-10-19,US,Regular
user_02187,33,F,2025-01-21,CA,Budget
user_02188,18,M,2023-12-25,UK,Regular
user_02189,28,F,2024-03-24,US,Regular
user_02190,18,F,2024-09-27,BR,Premium
user_02191,56,M,2024-04-22,US,Regular
user_02192,36,F,2023-09-09,DE,Premium
user_02193,34,F,2024-10-20,IN,Premium
user_02194,26,M,2024-07-16,IN,Budget
user_02195,43,M,2023-12-06,AU,Budget
user_02196,38,F,2023-09-12,BR,Regular
user_02197,18,M,2023-07-23,AU,Regular
user_02198,30,F,2024-03-02,US,Budget
user_02199,20,M,2024-08-08,UK,Regular
user_02200,45,F,2023-11-17,UK,Regular
user_02201,25,F,2023-08-15,AU,Regular
user_02202,24,F,2024-06-06,DE,Regular
user_02203,41,F,2024-11-13,BR,Regular
user_02204,18,F,2024-01-07,DE,Budget
user_02205,35,F,2025-01-10,US,Regular
user_02206,32,M,2023-08-21,BR,Regular
user_02207,46,F,2025-05-30,IN,Regular
user_02208,18,F,2024-12-01,CA,Premium
user_02209,21,F,2023-07-29,US,Premium
user_02210,54,F,2024-11-04,US,Regular
user_02211,28,F,2024-12-28,AU,Regular
user_02212,37,M,2025-05-02,UK,Regular
user_02213,40,F,2025-01-03,US,Premium
user_02214,39,F,2024-05-26,AU,Budget
user_02215,24,M,2025-01-18,FR,Premium
user_02216,38,M,2024-01-31,US,Regular
user_02217,39,F,2024-11-05,AU,Regular
user_02218,52,M,2024-07-08,US,Premium
user_02219,32,F,2024-04-19,UK,Regular
user_02220,53,M,2024-02-10,FR,Premium
user_02221,45,F,2024-10-14,IN,Regular
user_02222,34,M,2024-08-09,IN,Regular
user_02223,32,M,2023-07-22,IN,Regular
user_02224,39,M,2024-01-11,UK,Regular
user_02225,41,F,2024-04-26,US,Regular
user_02226,21,M,2025-01-23,AU,Budget
user_02227,42,F,2024-05-08,FR,Regular
user_02228,26,M,2025-04-13,US,Budget
user_02229,43,F,2025-03-31,UK,Regular
user_02230,40,M,2024-09-26,IN,Budget
user_02231,41,M,2024-05-03,UK,Budget
user_02232,43,M,2024-02-18,US,Premium
user_02233,26,M,2024-08-29,BR,Premium
user_02234,18,M,2024-11-17,US,Regular
user_02235,51,M,2023-07-05,DE,Regular
user_02236,46,F,2024-12-26,UK,Regular
user_02237,29,M,2025-04-22,CA,Premium
user_02238,41,F,2025-06-02,AU,Regular
user_02239,44,M,2024-09-18,IN,Regular
user_02240,56,Other,2024-06-10,CA,Budget
user_02241,45,F,2023-09-17,AU,Premium
user_02242,41,M,2024-11-26,AU,Regular
user_02243,20,F,2025-05-19,IN,Regular
user_02244,53,F,2024-04-08,US,Regular
user_02245,18,M,2024-06-28,US,Regular
user_02246,40,F,2024-04-01,JP,Regular
user_02247,26,M,2024-12-18,DE,Regular
user_02248,26,M,2023-10-19,CA,Regular
user_02249,34,M,2024-03-27,DE,Budget
user_02250,30,F,2024-12-17,DE,Budget
user_02251,18,F,2024-08-09,CA,Regular
user_02252,34,M,2025-04-06,CA,Regular
user_02253,48,M,2023-06-26,FR,Regular
user_02254,19,F,2024-08-11,IN,Budget
user_02255,18,F,2024-08-21,UK,Budget
user_02256,34,F,2023-11-09,US,Budget
user_02257,32,F,2025-05-07,BR,Regular
user_02258,27,M,2023-07-29,DE,Regular
user_02259,29,F,2024-06-02,US,Regular
user_02260,40,F,2023-07-12,BR,Premium
user_02261,25,F,2025-04-23,UK,Regular
user_02262,18,F,2023-08-19,US,Regular
user_02263,45,F,2023-09-04,DE,Regular
user_02264,19,F,2024-01-31,DE,Regular
user_02265,31,M,2023-11-29,US,Regular
user_02266,18,F,2025-02-28,JP,Regular
user_02267,45,F,2025-04-20,DE,Regular
user_02268,46,M,2023-12-31,JP,Premium
user_02269,52,F,2025-02-20,BR,Regular
user_02270,38,M,2025-05-25,BR,Regular
user_02271,20,M,2024-06-17,CA,Regular
user_02272,35,M,2025-05-13,JP,Regular
user_02273,52,F,2024-04-12,US,Regular
user_02274,51,M,2025-03-25,JP,Budget
user_02275,40,M,2024-08-02,FR,Regular
user_02276,27,M,2025-05-05,UK,Budget
user_02277,51,M,2025-05-17,US,Regular
user_02278,34,M,2024-03-01,CA,Regular
user_02279,27,M,2023-09-23,BR,Regular
user_02280,23,M,2025-04-15,US,Regular
user_02281,18,M,2024-02-14,UK,Budget
user_02282,50,M,2024-02-05,AU,Regular
user_02283,18,M,2024-05-09,FR,Regular
user_02284,47,F,2024-03-13,BR,Regular
user_02285,33,F,2025-05-06,AU,Regular
user_02286,47,M,2025-03-26,US,Regular
user_02287,27,M,2024-09-22,AU,Regular
user_02288,23,F,2023-11-19,CA,Budget
user_02289,24,M,2023-07-12,DE,Premium
user_02290,18,F,2023-06-16,US,Budget
user_02291,34,F,2024-03-21,CA,Budget
user_02292,38,M,2024-05-19,US,Regular
user_02293,39,F,2025-01-11,DE,Regular
user_02294,28,F,2025-05-11,US,Regular
user_02295,52,M,2023-11-10,UK,Regular
user_02296,65,M,2024-12-27,US,Regular
user_02297,20,M,2024-10-05,IN,Regular
user_02298,45,F,2024-11-21,US,Regular
user_02299,19,Other,2024-07-31,DE,Premium
user_02300,53,M,2024-01-21,US,Regular
user_02301,44,M,2025-02-15,AU,Premium
user_02302,18,M,2024-12-21,IN,Regular
user_02303,22,F,2023-07-16,UK,Regular
user_02304,59,M,2025-01-02,US,Regular
user_02305,59,F,2024-02-01,BR,Regular
user_02306,42,F,2024-12-20,IN,Regular
user_02307,18,F,2024-09-06,US,Regular
user_02308,31,F,2024-05-28,UK,Budget
user_02309,47,F,2024-04-17,BR,Regular
user_02310,36,F,2024-04-11,JP,Regular
user_02311,26,F,2023-07-29,US,Premium
user_02312,28,M,2024-02-08,BR,Regular
user_02313,49,F,2024-11-08,UK,Regular
user_02314,18,F,2025-01-30,IN,Regular
user_02315,31,F,2023-09-19,FR,Budget
user_02316,54,F,2025-05-06,BR,Budget
user_02317,32,M,2023-09-28,UK,Regular
user_02318,47,M,2025-04-26,FR,Regular
user_02319,18,M,2024-10-07,UK,Premium
user_02320,36,M,2025-01-07,CA,Premium
user_02321,42,M,2025-04-04,DE,Regular
user_02322,29,F,2023-08-18,CA,Budget
user_02323,34,M,2024-09-14,US,Budget
user_02324,36,M,2025-01-20,US,Budget
user_02325,52,M,2023-06-30,IN,Budget
user_02326,50,M,2023-10-23,US,Premium
user_02327,29,F,2024-04-22,JP,Regular
user_02328,20,F,2025-02-14,US,Budget
user_02329,28,M,2025-05-03,JP,Premium
user_02330,41,F,2023-09-01,FR,Regular
user_02331,51,M,2024-05-08,AU,Regular
user_02332,40,F,2025-05-11,JP,Regular
user_02333,45,F,2023-06-15,US,Regular
user_02334,59,M,2024-08-03,UK,Regular
user_02335,39,M,2023-10-16,BR,Regular
user_02336,18,F,2024-08-02,JP,Regular
user_02337,24,M,2023-11-27,DE,Budget
user_02338,39,Other,2023-07-23,UK,Premium
user_02339,41,M,2024-09-26,CA,Regular
user_02340,29,F,2025-03-20,US,Budget
user_02341,27,M,2024-12-22,FR,Regular
user_02342,19,F,2024-07-15,BR,Budget
user_02343,46,M,2025-05-14,CA,Budget
user_02344,35,M,2024-09-30,DE,Regular
user_02345,22,M,2023-09-07,IN,Regular
user_02346,48,M,2025-01-01,UK,Regular
user_02347,39,M,2023-11-23,US,Regular
user_02348,28,F,2024-02-22,CA,Regular
user_02349,41,F,2023-07-20,US,Regular
user_02350,24,M,2024-02-29,BR,Budget
user_02351,43,M,2025-02-16,DE,Regular
user_02352,23,M,2024-09-28,US,Premium
user_02353,21,F,2024-08-12,BR,Regular
user_02354,34,F,2024-03-14,IN,Budget
user_02355,29,M,2024-12-19,BR,Regular
user_02356,27,F,2025-04-22,DE,Regular
user_02357,39,F,2024-09-11,US,Premium
user_02358,32,M,2024-10-16,UK,Premium
user_02359,30,F,2024-04-28,UK,Regular
user_02360,48,M,2025-02-24,BR,Regular
user_02361,47,M,2024-07-18,JP,Premium
user_02362,48,M,2025-02-26,DE,Budget
user_02363,34,F,2024-06-27,US,Regular
user_02364,37,F,2024-08-31,FR,Regular
user_02365,46,F,2024-09-06,IN,Premium
user_02366,29,F,2024-04-14,UK,Regular
user_02367,27,F,2025-02-20,UK,Regular
user_02368,31,M,2024-10-17,US,Premium
user_02369,38,M,2023-10-03,IN,Budget
user_02370,42,F,2025-04-27,US,Premium
user_02371,40,M,2024-04-22,UK,Regular
user_02372,18,F,2025-05-28,JP,Regular
user_02373,40,F,2024-02-19,UK,Regular
user_02374,30,F,2025-04-03,US,Regular
user_02375,51,F,2024-03-19,JP,Budget
user_02376,30,M,2024-09-06,FR,Regular
user_02377,39,F,2023-08-26,UK,Regular
user_02378,48,F,2024-05-09,US,Premium
user_02379,40,M,2024-12-25,US,Premium
user_02380,31,M,2024-01-27,DE,Regular
user_02381,30,M,2024-02-15,US,Regular
user_02382,20,M,2024-01-13,AU,Budget
user_02383,23,F,2023-09-14,UK,Regular
user_02384,44,M,2024-06-01,US,Budget
user_02385,44,F,2024-05-28,BR,Regular
user_02386,36,M,2024-10-01,JP,Regular
user_02387,28,M,2024-05-20,US,Regular
user_02388,18,F,2024-08-05,US,Regular
user_02389,28,F,2024-04-30,US,Regular
user_02390,41,M,2023-08-11,BR,Budget
user_02391,28,M,2023-10-18,US,Budget
user_02392,20,F,2023-09-22,US,Regular
user_02393,24,M,2025-02-22,DE,Budget
user_02394,40,F,2024-06-25,UK,Premium
user_02395,46,M,2023-08-15,UK,Premium
user_02396,18,F,2024-10-15,AU,Regular
user_02397,59,M,2023-09-25,UK,Regular
user_02398,22,F,2024-11-26,US,Regular
user_02399,40,F,2024-02-22,US,Premium
user_02400,23,M,2024-02-27,US,Premium
user_02401,36,F,2025-06-08,US,Regular
user_02402,41,M,2024-06-17,IN,Budget
user_02403,45,F,2023-12-26,UK,Regular
user_02404,33,F,2024-11-29,US,Premium
user_02405,33,F,2024-10-11,UK,Budget
user_02406,34,F,2025-04-25,US,Regular
user_02407,38,M,2025-02-25,BR,Budget
user_02408,50,F,2024-06-28,US,Regular
user_02409,23,F,2025-04-07,AU,Regular
user_02410,35,M,2024-01-02,US,Premium
user_02411,18,M,2025-05-31,BR,Regular
user_02412,41,M,2024-11-18,FR,Premium
user_02413,20,M,2024-02-02,DE,Regular
user_02414,38,F,2023-07-11,FR,Regular
user_02415,25,F,2024-03-25,UK,Premium
user_02416,42,F,2024-03-19,US,Premium
user_02417,36,M,2023-07-30,UK,Budget
user_02418,30,M,2023-09-24,US,Regular
user_02419,45,F,2025-02-16,US,Regular
user_02420,57,M,2023-12-24,US,Regular
user_02421,49,F,2025-01-14,UK,Regular
user_02422,44,F,2024-10-21,JP,Regular
user_02423,51,M,2025-05-18,UK,Budget
user_02424,33,M,2024-05-06,IN,Regular
user_02425,30,M,2024-03-25,US,Budget
user_02426,41,F,2023-11-24,FR,Regular
user_02427,34,F,2023-09-18,US,Regular
user_02428,30,F,2024-10-11,UK,Regular
user_02429,53,F,2023-10-06,UK,Budget
user_02430,30,F,2023-11-10,UK,Regular
user_02431,59,F,2025-05-05,UK,Regular
user_02432,25,F,2023-09-06,AU,Regular
user_02433,38,F,2024-05-03,CA,Regular
user_02434,30,M,2023-12-27,BR,Premium
user_02435,28,F,2024-01-09,US,Premium
user_02436,33,M,2024-06-07,AU,Regular
user_02437,26,M,2025-04-12,AU,Regular
user_02438,29,M,2024-07-28,US,Budget
user_02439,31,F,2023-11-01,UK,Regular
user_02440,52,F,2025-03-19,BR,Regular
user_02441,36,M,2025-04-24,JP,Budget
user_02442,48,M,2025-01-30,AU,Regular
user_02443,41,F,2024-10-14,IN,Budget
user_02444,45,F,2023-08-02,JP,Premium
user_02445,35,F,2025-03-23,US,Budget
user_02446,18,M,2023-12-17,US,Regular
user_02447,47,F,2023-11-22,DE,Regular
user_02448,59,M,2024-03-28,UK,Premium
user_02449,34,M,2023-07-11,UK,Regular
user_02450,18,M,2024-07-02,US,Regular
user_02451,18,F,2025-03-04,UK,Premium
user_02452,36,F,2023-12-31,FR,Premium
user_02453,30,F,2025-05-27,BR,Budget
user_02454,48,F,2023-08-12,JP,Regular
user_02455,43,M,2024-06-11,IN,Regular
user_02456,30,F,2025-03-11,UK,Premium
user_02457,18,M,2024-07-25,DE,Regular
user_02458,39,F,2025-02-25,US,Budget
user_02459,31,F,2023-11-03,IN,Regular
user_02460,43,F,2024-12-27,US,Regular
user_02461,24,F,2025-01-05,US,Premium
user_02462,18,Other,2024-02-08,US,Budget
user_02463,18,F,2023-08-23,IN,Regular
user_02464,22,M,2024-04-10,US,Regular
user_02465,22,F,2024-08-07,US,Budget
user_02466,27,M,2023-12-25,US,Premium
user_02467,18,F,2023-12-23,IN,Budget
user_02468,33,F,2024-07-04,BR,Premium
user_02469,32,F,2025-04-21,US,Premium
user_02470,42,F,2024-10-29,JP,Premium
user_02471,24,F,2024-11-13,IN,Budget
user_02472,37,M,2024-06-20,US,Premium
user_02473,28,F,2025-03-07,US,Regular
user_02474,35,M,2024-08-28,JP,Regular
user_02475,42,F,2024-07-16,UK,Regular
user_02476,37,M,2025-02-27,UK,Regular
user_02477,29,F,2024-07-06,AU,Premium
user_02478,40,F,2024-02-03,UK,Regular
user_02479,44,F,2024-09-23,AU,Regular
user_02480,39,F,2023-11-27,IN,Regular
user_02481,44,F,2023-07-02,UK,Regular
user_02482,38,F,2025-02-13,UK,Regular
user_02483,18,Other,2023-12-06,US,Budget
user_02484,32,F,2025-03-22,US,Premium
user_02485,39,F,2023-10-12,JP,Regular
user_02486,34,M,2024-11-03,US,Regular
user_02487,40,M,2024-02-17,CA,Budget
user_02488,22,M,2023-06-14,US,Budget
user_02489,41,F,2024-10-13,UK,Regular
user_02490,35,M,2024-04-23,US,Premium
user_02491,22,F,2024-10-26,DE,Regular
user_02492,39,M,2024-12-05,JP,Regular
user_02493,40,M,2023-10-12,CA,Regular
user_02494,25,F,2024-03-29,DE,Regular
