session_id,user_id,session_date,device_type,traffic_source,session_duration_seconds,pages_viewed,bounce_rate,converted,revenue
session_002918,user_03175,2025-05-02,Mobile,Social,57.00227925081789,3,0,0,0.0
session_002919,user_00794,2025-04-23,Mobile,Social,30.0,8,0,0,0.0
session_002920,user_04399,2025-05-29,Desktop,Paid Search,213.2965850538795,1,1,0,0.0
session_002921,user_06439,2025-05-12,Desktop,Paid Search,276.7063774565537,2,0,0,0.0
session_002922,user_04628,2025-04-30,Mobile,Organic,739.3193604275652,5,0,0,0.0
session_002923,user_04578,2025-03-24,Tablet,Organic,118.04673201529937,4,0,0,0.0
session_002924,user_07315,2025-04-19,Mobile,Social,624.382312885192,9,0,0,0.0
session_002925,user_06681,2025-04-26,Mobile,Social,445.3911969226204,7,0,0,0.0
session_002926,user_05465,2025-05-04,Mobile,Organic,48.73624127273422,5,0,0,0.0
session_002927,user_02576,2025-05-09,Desktop,Organic,94.38131024953815,11,0,0,0.0
session_002928,user_00286,2025-05-16,Mobile,Paid Search,37.748293049459775,9,0,0,0.0
session_002929,user_01117,2025-05-04,Mobile,Paid Search,85.80580727871738,3,0,1,15.25
session_002930,user_06069,2025-04-03,Desktop,Organic,600.5713489085693,3,0,0,0.0
session_002931,user_01848,2025-03-31,Mobile,Email,40.62768881794875,4,0,0,0.0
session_002932,user_07225,2025-05-29,Mobile,Social,369.14335461950577,4,0,0,0.0
session_002933,user_04152,2025-03-17,Desktop,Social,205.3876293894391,4,0,0,0.0
session_002934,user_02360,2025-05-25,Mobile,Email,96.95308321652473,4,0,0,0.0
session_002935,user_01798,2025-03-17,Desktop,Organic,31.939224052809497,2,0,0,0.0
session_002936,user_01152,2025-06-01,Tablet,Organic,90.68620219773234,6,0,0,0.0
session_002937,user_07964,2025-03-28,Mobile,Organic,648.4552706197994,5,0,0,0.0
session_002938,user_09112,2025-05-22,Mobile,Social,266.2486416911983,6,0,0,0.0
session_002939,user_04033,2025-05-01,Mobile,Organic,75.00527881272599,6,0,0,0.0
session_002940,user_05416,2025-05-20,Desktop,Paid Search,228.34734708886157,6,0,0,0.0
session_002941,user_04351,2025-04-18,Desktop,Social,83.71143637220203,7,0,0,0.0
session_002942,user_01612,2025-04-03,Desktop,Organic,285.0180394131072,5,0,0,0.0
session_002943,user_05167,2025-05-15,Mobile,Direct,510.16539354043425,4,0,0,0.0
session_002944,user_06640,2025-05-27,Mobile,Organic,466.07549532838163,4,0,0,0.0
session_002945,user_02735,2025-04-26,Mobile,Direct,136.33391080322093,3,0,0,0.0
session_002946,user_00654,2025-05-23,Desktop,Direct,60.75859255674965,6,0,0,0.0
session_002947,user_04644,2025-05-11,Mobile,Social,158.65638224429728,7,0,0,0.0
session_002948,user_02834,2025-03-24,Mobile,Organic,268.3034594364409,6,0,0,0.0
session_002949,user_05218,2025-05-07,Mobile,Organic,88.77960252866586,4,0,0,0.0
session_002950,user_00322,2025-04-10,Mobile,Direct,182.60126868091936,5,0,0,0.0
session_002951,user_02872,2025-03-23,Desktop,Organic,874.6010519969492,5,0,0,0.0
session_002952,user_01480,2025-04-03,Desktop,Social,347.70480680065225,3,0,0,0.0
session_002953,user_05385,2025-06-06,Mobile,Organic,629.8982997230869,4,0,0,0.0
session_002954,user_02155,2025-04-20,Desktop,Organic,666.6074318878711,5,0,0,0.0
session_002955,user_07181,2025-06-07,Desktop,Social,72.60126901505835,6,0,0,0.0
session_002956,user_03522,2025-05-10,Mobile,Organic,204.78564522534748,5,0,0,0.0
session_002957,user_05869,2025-04-19,Desktop,Paid Search,624.4466650975792,7,0,0,0.0
session_002958,user_09105,2025-06-02,Desktop,Paid Search,156.94860440844877,7,0,0,0.0
session_002959,user_01721,2025-05-06,Mobile,Paid Search,617.3193701949673,6,0,0,0.0
session_002960,user_03821,2025-04-20,Mobile,Social,35.83858014707337,7,0,0,0.0
session_002961,user_01427,2025-05-03,Mobile,Organic,1165.5069869207928,6,0,0,0.0
session_002962,user_00288,2025-06-02,Desktop,Organic,193.02730255695803,7,0,0,0.0
session_002963,user_07459,2025-04-13,Mobile,Social,405.64354722096294,4,0,0,0.0
session_002964,user_04354,2025-04-12,Mobile,Organic,387.1773198402501,8,0,0,0.0
session_002965,user_03134,2025-03-30,Desktop,Organic,40.21583332698578,8,0,0,0.0
session_002966,user_04723,2025-04-12,Mobile,Organic,535.4390329481458,3,0,0,0.0
session_002967,user_00026,2025-04-18,Mobile,Paid Search,340.0909001201048,4,0,0,0.0
session_002968,user_02368,2025-06-04,Desktop,Direct,212.8499358224691,3,0,0,0.0
session_002969,user_02596,2025-03-22,Mobile,Organic,243.1960853684084,8,0,0,0.0
session_002970,user_00340,2025-03-29,Mobile,Social,61.2957616153424,9,0,0,0.0
session_002971,user_06957,2025-05-11,Mobile,Organic,424.939752182831,6,0,0,0.0
session_002972,user_03303,2025-04-11,Mobile,Social,257.8490815992834,2,0,0,0.0
session_002973,user_03110,2025-04-10,Mobile,Organic,30.0,1,1,0,0.0
session_002974,user_01914,2025-03-26,Mobile,Paid Search,236.12424074860905,8,0,0,0.0
session_002975,user_06444,2025-05-20,Mobile,Direct,319.08051424154064,1,1,0,0.0
session_002976,user_04523,2025-05-01,Desktop,Direct,785.3447822750193,5,0,0,0.0
session_002977,user_03536,2025-05-28,Mobile,Organic,142.309002511539,4,0,0,0.0
session_002978,user_09516,2025-04-02,Mobile,Direct,32.484808684987584,2,0,0,0.0
session_002979,user_09766,2025-05-23,Mobile,Organic,143.76349323538616,6,0,0,0.0
session_002980,user_03915,2025-05-04,Desktop,Direct,290.4963317440021,7,0,0,0.0
session_002981,user_09952,2025-04-20,Mobile,Social,305.4373517419811,12,0,0,0.0
session_002982,user_05061,2025-05-23,Tablet,Organic,202.14553255984558,10,0,0,0.0
session_002983,user_01667,2025-05-03,Mobile,Paid Search,30.0,4,0,0,0.0
session_002984,user_07715,2025-04-01,Mobile,Direct,310.11945292598216,9,0,0,0.0
session_002985,user_06685,2025-04-11,Desktop,Organic,142.97158815151747,6,0,0,0.0
session_002986,user_06644,2025-05-05,Desktop,Organic,102.647262297342,4,0,0,0.0
session_002987,user_00688,2025-03-16,Desktop,Direct,267.63888219306847,7,0,0,0.0
session_002988,user_00083,2025-04-15,Desktop,Organic,30.0,4,0,0,0.0
session_002989,user_07096,2025-05-31,Mobile,Direct,30.0,2,0,0,0.0
session_002990,user_07428,2025-04-27,Desktop,Paid Search,404.71028200107577,7,0,0,0.0
session_002991,user_04672,2025-05-01,Desktop,Direct,206.72606442160694,7,0,0,0.0
session_002992,user_02454,2025-03-29,Mobile,Paid Search,1057.3427969401803,3,0,0,0.0
session_002993,user_08648,2025-04-29,Desktop,Email,620.2220663595112,3,0,0,0.0
session_002994,user_04395,2025-04-04,Desktop,Organic,685.0044378252244,5,0,0,0.0
session_002995,user_07386,2025-04-22,Mobile,Paid Search,90.2110595997465,5,0,0,0.0
session_002996,user_08691,2025-06-06,Mobile,Organic,70.85375493573798,3,0,0,0.0
session_002997,user_02631,2025-03-31,Mobile,Direct,30.0,9,0,0,0.0
session_002998,user_03912,2025-04-13,Mobile,Paid Search,827.4468505479044,8,0,0,0.0
session_002999,user_07855,2025-04-15,Mobile,Paid Search,392.75341206724727,9,0,0,0.0
session_003000,user_07684,2025-05-22,Mobile,Organic,191.97077105533438,4,0,0,0.0
session_003001,user_00117,2025-05-09,Mobile,Organic,258.3012290057548,5,0,0,0.0
session_003002,user_01316,2025-04-28,Mobile,Social,142.12678704361565,4,0,0,0.0
session_003003,user_05165,2025-04-06,Desktop,Organic,76.73373159843996,7,0,0,0.0
session_003004,user_04077,2025-04-03,Mobile,Organic,579.139743615104,3,0,0,0.0
session_003005,user_03634,2025-04-01,Desktop,Social,111.40029354541012,3,0,0,0.0
session_003006,user_00164,2025-04-04,Mobile,Social,150.03882222131807,4,0,0,0.0
session_003007,user_01627,2025-05-24,Mobile,Organic,120.15631091932788,5,0,0,0.0
session_003008,user_05967,2025-04-20,Mobile,Paid Search,104.00758640022951,3,0,0,0.0
session_003009,user_03959,2025-05-17,Mobile,Social,186.3810511614457,7,0,0,0.0
session_003010,user_05182,2025-04-22,Desktop,Paid Search,73.89038146101403,2,0,0,0.0
session_003011,user_04313,2025-06-08,Mobile,Social,64.11383692933656,5,0,0,0.0
session_003012,user_02537,2025-05-28,Mobile,Organic,460.75653614885596,7,0,0,0.0
session_003013,user_04877,2025-05-27,Desktop,Paid Search,108.34937468762791,5,0,0,0.0
session_003014,user_09964,2025-04-22,Mobile,Paid Search,328.54652243478483,5,0,0,0.0
session_003015,user_07310,2025-05-28,Mobile,Organic,30.0,8,0,0,0.0
session_003016,user_03803,2025-04-22,Mobile,Organic,418.92215690951303,4,0,0,0.0
session_003017,user_00215,2025-05-07,Mobile,Email,188.01292476779756,7,0,0,0.0
session_003018,user_07410,2025-05-22,Mobile,Social,96.20900261787286,5,0,0,0.0
session_003019,user_00459,2025-04-15,Desktop,Email,54.385852790024956,5,0,0,0.0
session_003020,user_06144,2025-04-18,Mobile,Organic,625.9724104119013,8,0,0,0.0
session_003021,user_04299,2025-04-08,Mobile,Paid Search,236.42670585707495,6,0,0,0.0
session_003022,user_09140,2025-04-16,Mobile,Email,209.63483994415907,3,0,0,0.0
session_003023,user_03061,2025-04-02,Desktop,Direct,807.1472350550196,7,0,0,0.0
session_003024,user_02221,2025-05-30,Desktop,Email,45.79024370062843,6,0,0,0.0
session_003025,user_01278,2025-05-08,Desktop,Organic,147.5403351157978,4,0,0,0.0
session_003026,user_01718,2025-03-19,Mobile,Organic,102.77920136527453,3,0,0,0.0
session_003027,user_04220,2025-05-03,Mobile,Direct,171.59019944857724,4,0,0,0.0
session_003028,user_09084,2025-04-23,Mobile,Direct,191.0801286285756,3,0,0,0.0
session_003029,user_07275,2025-04-05,Mobile,Email,445.52673631779385,6,0,0,0.0
session_003030,user_01308,2025-04-25,Desktop,Organic,284.6979816547816,2,0,0,0.0
session_003031,user_02125,2025-04-13,Mobile,Paid Search,568.9281575544356,4,0,0,0.0
session_003032,user_08045,2025-05-18,Mobile,Organic,110.1495576764925,5,0,0,0.0
session_003033,user_00604,2025-04-17,Mobile,Organic,206.32996233291644,4,0,0,0.0
session_003034,user_09597,2025-05-05,Desktop,Email,473.23437561355865,8,0,0,0.0
session_003035,user_04089,2025-03-15,Tablet,Organic,84.6965036021154,8,0,0,0.0
session_003036,user_01286,2025-03-22,Mobile,Paid Search,30.0,5,0,0,0.0
session_003037,user_07886,2025-05-24,Mobile,Organic,555.5806474413148,8,0,0,0.0
session_003038,user_03487,2025-06-07,Tablet,Organic,1325.0683577803366,5,0,0,0.0
session_003039,user_08426,2025-03-23,Mobile,Social,147.23024888564734,2,0,0,0.0
session_003040,user_00468,2025-05-08,Mobile,Paid Search,168.83319464686895,5,0,0,0.0
session_003041,user_05263,2025-03-20,Mobile,Organic,62.055008221481344,2,0,0,0.0
session_003042,user_05854,2025-05-21,Desktop,Organic,159.76525035463592,7,0,0,0.0
session_003043,user_00044,2025-05-14,Mobile,Social,235.3123956237206,3,0,0,0.0
session_003044,user_05673,2025-05-14,Desktop,Social,178.76897910724313,5,0,0,0.0
session_003045,user_02756,2025-04-17,Mobile,Organic,131.08919550481593,6,0,0,0.0
session_003046,user_05299,2025-04-05,Mobile,Paid Search,1040.36347350039,4,0,0,0.0
session_003047,user_06519,2025-06-06,Desktop,Social,499.4840863137374,8,0,0,0.0
session_003048,user_04808,2025-05-29,Desktop,Paid Search,44.413371078085966,5,0,0,0.0
session_003049,user_04026,2025-05-10,Desktop,Organic,49.3697718319622,8,0,0,0.0
session_003050,user_09100,2025-05-12,Mobile,Direct,228.01202271343217,5,0,0,0.0
session_003051,user_00599,2025-05-29,Mobile,Organic,93.91903156397247,6,0,0,0.0
session_003052,user_08269,2025-03-17,Mobile,Email,198.15100997275778,1,1,0,0.0
session_003053,user_05400,2025-04-28,Desktop,Social,40.44534938482406,4,0,0,0.0
session_003054,user_04187,2025-06-06,Desktop,Direct,531.4125599764964,6,0,0,0.0
session_003055,user_07956,2025-05-06,Desktop,Paid Search,382.36489384544336,5,0,0,0.0
session_003056,user_06757,2025-05-02,Desktop,Social,203.18410494928386,1,1,0,0.0
session_003057,user_04010,2025-05-12,Mobile,Paid Search,30.0,7,0,0,0.0
session_003058,user_01339,2025-03-27,Mobile,Social,965.6420054402577,4,0,0,0.0
session_003059,user_09769,2025-04-08,Mobile,Organic,95.81872270621493,1,1,0,0.0
session_003060,user_05878,2025-05-17,Desktop,Paid Search,755.337357276696,7,0,0,0.0
session_003061,user_09422,2025-03-24,Tablet,Direct,1126.2571492657933,4,0,0,0.0
session_003062,user_00897,2025-06-05,Desktop,Paid Search,325.41478870253445,9,0,0,0.0
session_003063,user_09519,2025-06-11,Mobile,Direct,119.965552563008,5,0,0,0.0
session_003064,user_01735,2025-03-27,Desktop,Organic,507.25305228317774,7,0,0,0.0
session_003065,user_02227,2025-04-13,Desktop,Paid Search,236.88825507508915,7,0,0,0.0
session_003066,user_07678,2025-05-01,Mobile,Paid Search,800.7901697915928,5,0,0,0.0
session_003067,user_00256,2025-03-21,Mobile,Organic,481.3068841849204,2,0,0,0.0
session_003068,user_05104,2025-05-07,Mobile,Paid Search,68.33352302327339,5,0,0,0.0
session_003069,user_00597,2025-05-07,Mobile,Organic,293.3072742768623,2,0,0,0.0
session_003070,user_06072,2025-04-26,Mobile,Organic,231.95383224132638,5,0,0,0.0
session_003071,user_00318,2025-03-17,Desktop,Organic,500.9887838552978,5,0,0,0.0
session_003072,user_07612,2025-04-10,Mobile,Organic,33.07075800609678,5,0,0,0.0
session_003073,user_02797,2025-03-23,Desktop,Organic,276.8526208477267,4,0,0,0.0
session_003074,user_07738,2025-04-24,Mobile,Social,592.8748200993674,8,0,0,0.0
session_003075,user_01413,2025-06-03,Mobile,Social,256.18194958444155,3,0,0,0.0
session_003076,user_00755,2025-04-06,Desktop,Organic,30.0,7,0,0,0.0
session_003077,user_02722,2025-04-01,Desktop,Organic,36.55001899069787,5,0,0,0.0
session_003078,user_09723,2025-05-22,Mobile,Organic,105.70899261312177,2,0,0,0.0
session_003079,user_00566,2025-04-22,Mobile,Social,151.62149216520615,4,0,0,0.0
session_003080,user_07486,2025-04-13,Mobile,Direct,42.82879211344573,5,0,0,0.0
session_003081,user_00472,2025-06-11,Mobile,Direct,76.40825930738667,2,0,0,0.0
session_003082,user_09963,2025-05-12,Mobile,Social,254.19001870002964,3,0,0,0.0
session_003083,user_05456,2025-06-11,Mobile,Organic,288.2566799308322,3,0,0,0.0
session_003084,user_09950,2025-05-13,Mobile,Paid Search,79.90313892667648,1,1,0,0.0
session_003085,user_01048,2025-06-10,Mobile,Paid Search,391.03424856494763,4,0,0,0.0
session_003086,user_05856,2025-06-04,Mobile,Organic,63.12701513472518,6,0,0,0.0
session_003087,user_09610,2025-04-21,Mobile,Organic,948.8900359774166,9,0,0,0.0
session_003088,user_06797,2025-04-06,Desktop,Social,237.26017244827904,8,0,0,0.0
session_003089,user_06278,2025-05-14,Mobile,Organic,554.6657191391661,4,0,0,0.0
session_003090,user_05213,2025-04-03,Desktop,Organic,233.99071881043716,2,0,0,0.0
session_003091,user_05589,2025-05-04,Desktop,Email,1284.0065185421595,6,0,0,0.0
session_003092,user_01597,2025-05-21,Mobile,Email,206.8940089762665,4,0,0,0.0
session_003093,user_04916,2025-03-23,Mobile,Social,67.83223736070796,6,0,0,0.0
session_003094,user_08531,2025-05-15,Mobile,Organic,646.7331570069332,6,0,0,0.0
session_003095,user_04932,2025-06-07,Desktop,Organic,1027.5887506513677,6,0,0,0.0
session_003096,user_07719,2025-03-26,Mobile,Paid Search,48.162153372295535,4,0,0,0.0
session_003097,user_03937,2025-04-28,Mobile,Social,376.76688402945524,3,0,0,0.0
session_003098,user_07994,2025-04-04,Mobile,Direct,280.22503243495726,1,1,0,0.0
session_003099,user_07662,2025-04-12,Mobile,Organic,130.20277165638842,7,0,0,0.0
session_003100,user_08289,2025-03-16,Mobile,Organic,180.15511974530372,4,0,0,0.0
session_003101,user_00091,2025-06-10,Mobile,Organic,238.96962362288932,4,0,0,0.0
session_003102,user_00374,2025-04-03,Mobile,Organic,783.2488833742456,8,0,0,0.0
session_003103,user_03373,2025-03-23,Mobile,Direct,30.0,5,0,0,0.0
session_003104,user_09090,2025-04-20,Tablet,Paid Search,86.2257121931521,3,0,0,0.0
session_003105,user_09862,2025-04-23,Desktop,Paid Search,448.6413984793333,3,0,0,0.0
session_003106,user_01220,2025-05-18,Desktop,Email,148.96680450515603,3,0,0,0.0
session_003107,user_04665,2025-06-10,Mobile,Email,578.0029577142207,7,0,1,46.71
session_003108,user_02610,2025-05-10,Mobile,Organic,468.51812192279846,7,0,0,0.0
session_003109,user_07175,2025-05-08,Mobile,Paid Search,359.48667632549217,5,0,0,0.0
session_003110,user_09896,2025-04-04,Mobile,Organic,501.3070581821297,3,0,0,0.0
session_003111,user_00043,2025-05-02,Desktop,Organic,58.7538598252106,5,0,0,0.0
session_003112,user_00680,2025-05-10,Mobile,Organic,187.72889797142855,3,0,0,0.0
session_003113,user_09549,2025-03-28,Desktop,Paid Search,30.0,6,0,0,0.0
session_003114,user_09286,2025-04-02,Mobile,Direct,207.2906417081686,3,0,0,0.0
session_003115,user_06112,2025-04-17,Mobile,Social,310.95307294863335,7,0,0,0.0
session_003116,user_02216,2025-03-30,Mobile,Organic,99.6675278930848,8,0,0,0.0
session_003117,user_02361,2025-05-01,Tablet,Email,189.93942897192437,7,0,0,0.0
session_003118,user_01598,2025-04-24,Mobile,Organic,60.045085306848,10,0,0,0.0
session_003119,user_00009,2025-05-23,Mobile,Organic,207.743371612695,8,0,0,0.0
session_003120,user_08340,2025-03-24,Tablet,Organic,904.4349530337823,3,0,0,0.0
session_003121,user_09986,2025-04-25,Desktop,Paid Search,67.99329892331944,4,0,0,0.0
session_003122,user_07343,2025-03-28,Desktop,Organic,464.6886281356673,4,0,0,0.0
session_003123,user_04725,2025-04-10,Desktop,Email,30.0,4,0,0,0.0
session_003124,user_00184,2025-04-05,Desktop,Paid Search,30.0,3,0,0,0.0
session_003125,user_06264,2025-04-20,Desktop,Organic,740.3597387036245,5,0,0,0.0
session_003126,user_06542,2025-05-10,Desktop,Organic,180.35640952183567,3,0,0,0.0
session_003127,user_00402,2025-05-05,Mobile,Organic,153.71043313059704,6,0,0,0.0
session_003128,user_08428,2025-04-21,Mobile,Organic,71.82716287278653,11,0,0,0.0
session_003129,user_01925,2025-05-04,Mobile,Paid Search,720.1648809349344,2,0,0,0.0
session_003130,user_02127,2025-04-17,Mobile,Direct,141.9830023293409,4,0,0,0.0
session_003131,user_04207,2025-04-26,Desktop,Email,222.60183185157314,4,0,0,0.0
session_003132,user_08403,2025-03-31,Desktop,Organic,101.45799151962537,7,0,0,0.0
session_003133,user_00005,2025-03-29,Mobile,Paid Search,127.98804445103484,6,0,0,0.0
session_003134,user_05940,2025-06-03,Mobile,Organic,430.3475971901337,4,0,0,0.0
session_003135,user_02449,2025-04-03,Tablet,Organic,70.99021607630881,4,0,0,0.0
session_003136,user_05523,2025-05-15,Desktop,Organic,300.07943348861374,5,0,0,0.0
session_003137,user_02747,2025-06-01,Mobile,Organic,513.8109298848179,3,0,0,0.0
session_003138,user_02906,2025-04-08,Mobile,Organic,167.33864020948786,5,0,0,0.0
session_003139,user_07995,2025-05-31,Desktop,Direct,370.283017079827,9,0,0,0.0
session_003140,user_02357,2025-03-29,Desktop,Email,101.05638101446533,3,0,0,0.0
session_003141,user_09594,2025-05-03,Mobile,Paid Search,177.43809654661237,8,0,0,0.0
session_003142,user_02073,2025-04-23,Desktop,Direct,323.65168988583844,5,0,0,0.0
session_003143,user_09196,2025-05-08,Mobile,Social,422.2034706986488,6,0,0,0.0
session_003144,user_03970,2025-04-05,Mobile,Paid Search,494.1642037427088,3,0,0,0.0
session_003145,user_00590,2025-03-20,Mobile,Organic,1158.9918804149768,5,0,0,0.0
session_003146,user_03957,2025-06-06,Mobile,Paid Search,39.49732387828157,4,0,0,0.0
session_003147,user_00819,2025-06-03,Desktop,Organic,394.2727054855727,4,0,0,0.0
session_003148,user_04927,2025-04-08,Mobile,Organic,141.77138260912102,6,0,0,0.0
session_003149,user_04073,2025-06-08,Mobile,Email,659.0458265791615,6,0,0,0.0
session_003150,user_05960,2025-04-15,Mobile,Organic,30.0,8,0,0,0.0
session_003151,user_02710,2025-03-15,Mobile,Organic,307.2343381800506,4,0,0,0.0
session_003152,user_04806,2025-06-11,Mobile,Direct,140.07606529800285,5,0,0,0.0
session_003153,user_07596,2025-03-27,Mobile,Organic,112.26206545186149,3,0,0,0.0
session_003154,user_08463,2025-05-17,Desktop,Organic,271.8251561784374,6,0,0,0.0
session_003155,user_04963,2025-03-21,Mobile,Email,30.0,4,0,0,0.0
session_003156,user_02118,2025-05-08,Desktop,Organic,525.902158264467,2,0,0,0.0
session_003157,user_04061,2025-05-24,Desktop,Social,498.9619563122804,4,0,0,0.0
session_003158,user_06670,2025-04-02,Desktop,Paid Search,244.77498043766002,3,0,0,0.0
session_003159,user_08139,2025-05-01,Tablet,Direct,110.94488643921316,4,0,0,0.0
session_003160,user_08792,2025-04-02,Mobile,Paid Search,76.32756383269168,4,0,1,61.07
session_003161,user_03596,2025-05-19,Mobile,Social,160.2776554431381,9,0,0,0.0
session_003162,user_01652,2025-04-23,Desktop,Email,324.4677811290768,7,0,0,0.0
session_003163,user_08883,2025-06-11,Mobile,Organic,642.7977889145458,5,0,0,0.0
session_003164,user_07204,2025-05-05,Mobile,Organic,125.24457654735296,5,0,0,0.0
session_003165,user_08802,2025-03-15,Mobile,Organic,1382.9978543787322,3,0,0,0.0
session_003166,user_00883,2025-06-01,Mobile,Organic,403.2026022044281,3,0,0,0.0
session_003167,user_00935,2025-06-06,Desktop,Direct,160.67329739593362,5,0,0,0.0
session_003168,user_01546,2025-04-23,Mobile,Organic,217.77713695449452,4,0,0,0.0
session_003169,user_02410,2025-04-30,Desktop,Social,452.58576169780287,6,0,0,0.0
session_003170,user_09449,2025-05-16,Mobile,Organic,1356.3799999634605,4,0,0,0.0
session_003171,user_04263,2025-04-29,Desktop,Organic,61.18387659179115,6,0,0,0.0
session_003172,user_04816,2025-04-29,Mobile,Organic,422.57084774533166,3,0,0,0.0
session_003173,user_09760,2025-04-07,Desktop,Organic,354.53890694790203,4,0,0,0.0
session_003174,user_04652,2025-04-21,Mobile,Direct,200.2159160741457,5,0,0,0.0
session_003175,user_04579,2025-03-30,Desktop,Organic,123.64501360910396,3,0,0,0.0
session_003176,user_06062,2025-05-03,Mobile,Organic,106.54177555969295,6,0,0,0.0
session_003177,user_09916,2025-05-24,Mobile,Paid Search,125.32908572973864,2,0,0,0.0
session_003178,user_01806,2025-05-12,Mobile,Paid Search,883.0984846225019,4,0,0,0.0
session_003179,user_00496,2025-03-15,Desktop,Paid Search,71.38972164478895,6,0,0,0.0
session_003180,user_03751,2025-06-06,Desktop,Social,1171.0961827253398,9,0,0,0.0
session_003181,user_03781,2025-03-22,Mobile,Email,1463.0862577143516,9,0,0,0.0
session_003182,user_05169,2025-06-06,Mobile,Organic,966.9880639765495,4,0,0,0.0
session_003183,user_06126,2025-05-11,Mobile,Email,96.06690002791852,6,0,0,0.0
session_003184,user_05103,2025-03-29,Mobile,Organic,1126.878887544347,9,0,0,0.0
session_003185,user_01575,2025-05-29,Desktop,Social,313.8350320905857,4,0,0,0.0
session_003186,user_07095,2025-05-19,Mobile,Organic,49.39259776954041,4,0,1,33.38
session_003187,user_07583,2025-04-25,Mobile,Email,357.7621962863664,6,0,0,0.0
session_003188,user_09754,2025-04-19,Mobile,Paid Search,856.3420107918541,7,0,0,0.0
session_003189,user_02950,2025-04-28,Desktop,Email,301.55397373865014,2,0,0,0.0
session_003190,user_04783,2025-06-10,Mobile,Paid Search,40.65948340618891,9,0,0,0.0
session_003191,user_00919,2025-04-11,Desktop,Organic,174.41205635261863,5,0,0,0.0
session_003192,user_04800,2025-05-06,Desktop,Paid Search,199.1964433897267,7,0,0,0.0
session_003193,user_06543,2025-05-14,Desktop,Organic,117.191608860959,5,0,0,0.0
session_003194,user_00099,2025-05-25,Desktop,Direct,372.1785558874443,5,0,0,0.0
session_003195,user_08846,2025-05-28,Mobile,Email,768.708524431553,9,0,0,0.0
session_003196,user_05105,2025-06-04,Mobile,Paid Search,384.44730257497196,7,0,0,0.0
session_003197,user_09773,2025-04-28,Mobile,Organic,346.8700673922898,9,0,0,0.0
session_003198,user_08212,2025-03-16,Mobile,Paid Search,1024.3508154844674,5,0,0,0.0
session_003199,user_03089,2025-05-07,Desktop,Organic,100.60048783018739,4,0,0,0.0
session_003200,user_05351,2025-03-30,Desktop,Organic,571.1555503407405,7,0,0,0.0
session_003201,user_07765,2025-05-02,Mobile,Organic,203.5062196873472,10,0,0,0.0
session_003202,user_04481,2025-05-31,Mobile,Direct,219.23890781960168,3,0,0,0.0
session_003203,user_09363,2025-05-09,Mobile,Social,101.55759632274781,7,0,0,0.0
session_003204,user_03010,2025-04-26,Desktop,Direct,130.71620943569795,2,0,0,0.0
session_003205,user_00706,2025-05-12,Mobile,Organic,221.59658236219653,8,0,0,0.0
session_003206,user_01308,2025-04-10,Tablet,Organic,69.95482347742514,2,0,0,0.0
session_003207,user_02595,2025-05-21,Desktop,Organic,177.73300720364568,6,0,0,0.0
session_003208,user_01351,2025-05-14,Mobile,Organic,59.139657047236476,4,0,0,0.0
session_003209,user_01134,2025-05-10,Desktop,Organic,303.24707763890865,5,0,0,0.0
session_003210,user_01186,2025-04-25,Mobile,Direct,314.8055222938563,5,0,0,0.0
session_003211,user_07067,2025-03-25,Mobile,Paid Search,156.6553871920714,4,0,0,0.0
session_003212,user_03905,2025-05-27,Mobile,Organic,92.50326317681366,5,0,0,0.0
session_003213,user_00666,2025-04-13,Mobile,Social,570.3866082632479,5,0,0,0.0
session_003214,user_08079,2025-03-30,Mobile,Paid Search,119.1159960541538,2,0,0,0.0
session_003215,user_05845,2025-03-30,Mobile,Organic,434.1852359710431,2,0,0,0.0
session_003216,user_09779,2025-05-22,Desktop,Organic,582.9929392672025,4,0,0,0.0
session_003217,user_01424,2025-04-28,Mobile,Organic,241.54357120794532,5,0,0,0.0
session_003218,user_00080,2025-05-07,Desktop,Email,264.51309804407475,4,0,0,0.0
session_003219,user_01198,2025-05-09,Mobile,Paid Search,169.7831603068159,3,0,0,0.0
session_003220,user_02794,2025-05-11,Mobile,Organic,240.4102659968923,6,0,0,0.0
session_003221,user_06101,2025-06-09,Mobile,Paid Search,983.0513053290753,3,0,0,0.0
session_003222,user_09800,2025-04-30,Desktop,Organic,93.56342323576483,5,0,0,0.0
session_003223,user_04138,2025-03-24,Mobile,Organic,139.28721548534432,3,0,0,0.0
session_003224,user_02986,2025-04-28,Desktop,Paid Search,64.68038160838442,6,0,0,0.0
session_003225,user_04640,2025-03-20,Desktop,Organic,373.2503228030092,8,0,0,0.0
session_003226,user_03402,2025-03-17,Desktop,Organic,164.7474125478241,5,0,0,0.0
session_003227,user_05615,2025-04-18,Desktop,Direct,173.62926798731556,6,0,0,0.0
session_003228,user_06778,2025-06-10,Desktop,Paid Search,479.3780249464115,6,0,0,0.0
session_003229,user_03041,2025-06-09,Desktop,Social,47.78973428019253,5,0,0,0.0
session_003230,user_03809,2025-04-12,Mobile,Social,604.6312353238902,3,0,0,0.0
session_003231,user_07023,2025-04-30,Mobile,Email,419.5721578901236,3,0,0,0.0
session_003232,user_03510,2025-05-14,Tablet,Organic,214.4557678036132,1,1,0,0.0
session_003233,user_00607,2025-03-27,Mobile,Organic,84.501728588525,4,0,0,0.0
session_003234,user_02774,2025-03-27,Mobile,Social,30.0,4,0,0,0.0
